SpeciesCat_ISSCAAP_code,Species_AFSIS,CommName,Family,Order
42,Charybdis annulata,Banded-legged swimming crab,Portunidae,BRACHYURA
76,Labidiaster annulatus,,Labidiasteridae,ASTEROIDEA
33,Sphoeroides annulatus,Bullseye puffer,Tetraodontidae,TETRAODONTIFORMES
38,Rhinobatos annulatus,,Rhinobatidae,RAJIFORMES
33,Hologymnosus annulatus,Ring wrasse,Labridae,PERCOIDEI
34,Malthopsis annulifera,,Ogcocephalidae,LOPHIIFORMES
52,Cyprea annulus,Gold ring cowrie,Cypraeidae,GASTROPODA
33,Omobranchus anolius,,Blenniidae,OTHER PERCIFORMES
34,Lampadena anomala,Anomalous lanternfish,Myctophidae,MYCTOPHIFORMES
43,Thalassina anomala,Scorpion mud lobster,Thalassinidae,REPTANTIA
34,Psenopsis anomala,Pacific rudderfish,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
12,Nannacara anomala,Goldeneye cichlid,Cichlidae,PERCOIDEI
34,Holtbyrnia anomala,Bighead searsid,Platytroctidae,SALMONIFORMES
13,Parakysis anomalopteryx,,Parakysidae,SILURIFORMES
11,Campostoma anomalum,Central stoneroller,Cyprinidae,CYPRINIFORMES
11,Oxygaster anomalura,,Cyprinidae,CYPRINIFORMES
34,Triacanthodes anomalus,,Triacanthodidae,TETRAODONTIFORMES
34,Apogonops anomalus,Three-spined cardinalfish,Acropomatidae,PERCOIDEI
81,Pinctada anomioides,Jingle pearl oyster,Pteriidae,BIVALVIA
33,Coryogalops anomolus,Anomolous goby,Gobiidae,GOBIOIDEI
57,Berryteuthis anonychus,Smallfin gonate squid,Gonatidae,CEPHALOPODA
11,Oreonectes anophthalmus,,Balitoridae,CYPRINIFORMES
45,Latreutes anoplonyx,Medusa shrimp,Hippolytidae,NATANTIA
13,Anostomus anostomus,Striped headstander,Anostomidae,CHARACIFORMES
13,Brachyamblyopus anotus,,Gobiidae,GOBIOIDEI
,Anser anser,Greylag goose,Anatidae,ANSERIFORMES
11,Raiamas ansorgii,,Cyprinidae,CYPRINIFORMES
13,Phractura ansorgii,,Amphiliidae,SILURIFORMES
13,Phractolaemus ansorgii,Hingemouth,Phractolaemidae,GONORYNCHIFORMES
13,Neolebias ansorgii,,Distichodontidae,CHARACIFORMES
33,Nematogobius ansorgii,,Gobiidae,GOBIOIDEI
13,Nannopetersius ansorgii,,Alestidae,CHARACIFORMES
13,Gobioides ansorgii,,Gobiidae,GOBIOIDEI
13,Cynothrissa ansorgii,Ansorge fangtooth pellonuline,Clupeidae,CLUPEIFORMES
13,Citharidium ansorgii,,Citharinidae,CHARACIFORMES
76,Solanometra antarctica,,Antedonidae,CRINOIDEA
76,Porania antarctica,,Poraniidae,ASTEROIDEA
83,Cinachyra antarctica,,Tetillidae,DEMOSPONGIAE
34,Nansenia antarctica,,Microstomatidae,SALMONIFORMES
34,Lycenchelys antarctica,,Zoarcidae,ZOARCOIDEI
91,Durvillaea antarctica,Bull kelp,Durvillaeaceae,PHAEOPHYCEAE
94,Amphibolis antarctica,Sea nymph,Cymodoceaceae,ANGIOSPERMAE
34,Hyperoglyphe antarctica,Bluenose warehou,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
34,Electrona antarctica,,Myctophidae,MYCTOPHIFORMES
,Thalassoica antarctica,Antarctic petrel,Procellariidae,PROCELLARIIFORMES
,Pygoscelis antarctica,Chinstrap penguin,Spheniscidae,SPHENISCIFORMES
33,Pleuragramma antarcticum,Antarctic silverfish,Nototheniidae,PERCOIDEI
76,Brisaster antarcticus,,Schizasteridae,ECHINOIDEA
45,Notocrangon antarcticus,,Crangonidae,NATANTIA
34,Lycodapus antarcticus,,Zoarcidae,ZOARCOIDEI
34,Harpagifer antarcticus,Antarctic spiny plunderfish,Harpagiferidae,PERCOIDEI
57,Alluroteuthis antarcticus,Antarctic neosquid,Neoteuthidae,CEPHALOPODA
43,Parribacus antarcticus,Sculptured mitten lobster,Scyllaridae,REPTANTIA
34,Paraliparis antarcticus,,Liparidae,SCORPAENIFORMES
34,Paradiplospinus antarcticus,Antarctic escolar,Gempylidae,SCOMBROIDEI
38,Mustelus antarcticus,Gummy shark,Triakidae,CARCHARHINIFORMES
34,Lycodichthys antarcticus,,Zoarcidae,ZOARCOIDEI
33,Helcogrammoides antarcticus,,Tripterygiidae,OTHER PERCIFORMES
34,Cryodraco antarcticus,Long-fingered icefish,Channichthyidae,PERCOIDEI
34,Borostomias antarcticus,Snaggletooth,Stomiidae,STOMIIFORMES
34,Bathylagus antarcticus,,Bathylagidae,SALMONIFORMES
34,Bathydraco antarcticus,,Bathydraconidae,PERCOIDEI
56,Mactrotoma antecedens,,Mactridae,BIVALVIA
34,Rexea antefurcata,Long-finned escolar,Gempylidae,SCOMBROIDEI
41,Palaemonetes antennarius,Pond shrimp,Palaemonidae,NATANTIA
42,Cancer antennarius,California red rock crab,Cancridae,BRACHYURA
34,Pterois antennata,Broadbarred firefish,Scorpaenidae,SCORPAENIFORMES
45,Aristeus antennatus,Blue and red shrimp,Aristaeidae,NATANTIA
33,Barbulifer antennatus,Barbulifer,Gobiidae,GOBIOIDEI
33,Anthias anthias,Swallowtail seaperch,Serranidae,PERCOIDEI
33,Bathyblennius antholops,,Blenniidae,OTHER PERCIFORMES
45,Plesionika antigai,Catalonian striped shrimp,Pandalidae,NATANTIA
34,Talismania antillarum,Antillean smooth-head,Alepocephalidae,SALMONIFORMES
57,Ornithoteuthis antillarum,Atlantic bird squid,Ommastrephidae,CEPHALOPODA
31,Monolene antillarum,Slim flounder,Bothidae,PLEURONECTIFORMES
57,Austrorossia antillensis,Antilles bobtail squid,Sepiolidae,CEPHALOPODA
45,Aristeus antillensis,Purplehead gamba prawn,Aristaeidae,NATANTIA
43,Arctides antipodarum,Rough spanish lobster,Scyllaridae,REPTANTIA
,Diomedea antipodensis,Antipodean albatross,Diomedeidae,PROCELLARIIFORMES
32,Mesobius antipodum,Bathypelagic rattail,Macrouridae,GADIFORMES
56,Ameghinomya antiqua,King's littleneck,Veneridae,BIVALVIA
56,Anadara antiquata,Antique ark,Arcidae,BIVALVIA
56,Cardites antiquatus,Antique cardita,Carditidae,BIVALVIA
13,Loricariichthys anus,,Loricariidae,SILURIFORMES
52,Distorsio anus,Common distorsio,Personidae,GASTROPODA
34,Assurger anzac,Razorback scabbardfish,Trichiuridae,SCOMBROIDEI
13,Aorichthys aor,,Bagridae,SILURIFORMES
54,Mytilus aoteanus,New Zealand blue mussel,Mytilidae,BIVALVIA
23,Oncorhynchus apache,Apache trout,Salmonidae,SALMONIFORMES
57,Sepia apama,Giant Australian cuttlefish,Sepiidae,CEPHALOPODA
34,Capros aper,Boarfish,Caproidae,ZEIFORMES
34,Rhinopias aphanes,,Scorpaenidae,SCORPAENIFORMES
13,Odontocharacidium aphanes,,Characidae,CHARACIFORMES
11,Protomyzon aphelocheilus,,Balitoridae,CYPRINIFORMES
33,Ocosia apia,,Tetrarogidae,SCORPAENIFORMES
33,Ophichthus apicalis,Bluntnose snake-eel,Ophichthidae,ANGUILLIFORMES
33,Stegastes apicalis,Australian gregory,Pomacentridae,PERCOIDEI
58,Chaetopleura apiculata,Eastern beaded chiton,Chaetopleuridae,POLYPLACOPHORA
34,Bellottia apoda,,Bythitidae,OPHIDIIFORMES
33,Lutjanus apodus,Schoolmaster snapper,Lutjanidae,PERCOIDEI
13,Phalacronotus apogon,,Siluridae,SILURIFORMES
11,Cyclocheilichthys apogon,Beardless barb,Cyprinidae,CYPRINIFORMES
33,Tetracentrum apogonoides,Four-spined glass perchlet,Ambassidae,PERCOIDEI
33,Hetereleotris apora,Poreless goby,Gobiidae,GOBIOIDEI
33,Gobiopsis aporia,,Gobiidae,GOBIOIDEI
33,Parioglossus aporos,,Microdesmidae,GOBIOIDEI
13,Ophieleotris aporos,Snakehead gudgeon,Eleotridae,GOBIOIDEI
34,Lepophidium aporrhox,,Ophidiidae,OPHIDIIFORMES
13,Megupsilon aporus,Catarina pupfish,Cyprinodontidae,CYPRINODONTIFORMES
12,Heros appendiculatus,,Cichlidae,PERCOIDEI
25,Lethenteron appendix,American brook lamprey,Petromyzontidae,PETROMYZONTIFORMES
33,Polydactylus approximans,Blue bobo,Polynemidae,PERCOIDEI
33,Cirrhitichthys aprinus,Spotted hawkfish,Cirrhitidae,PERCOIDEI
34,Andriashevia aptera,,Zoarcidae,ZOARCOIDEI
33,Conniella apterygia,Mutant wrasse,Labridae,PERCOIDEI
13,Sachsdoras apurensis,,Doradidae,SILURIFORMES
34,Platytroctes apus,Legless searsid,Platytroctidae,SALMONIFORMES
13,Channallabes apus,Eel catfish,Clariidae,SILURIFORMES
37,Ataxolepis apus,,Megalomycteridae,LAMPRIFORMES
52,Cymatium aquatile,Aquatile hairy triton,Ranellidae,GASTROPODA
34,Polyipnus aquavitus,,Sternoptychidae,STOMIIFORMES
38,Myliobatis aquila,Common eagle ray,Myliobatidae,RAJIFORMES
33,Polynemus aquilonaris,Northern paradise fish,Polynemidae,PERCOIDEI
33,Pristipomoides aquilonaris,Wenchman,Lutjanidae,PERCOIDEI
33,Helcogramma aquilum,,Tripterygiidae,OTHER PERCIFORMES
33,Pomacentrus aquilus,Dark damsel,Pomacentridae,PERCOIDEI
13,Lophiobagrus aquilus,,Bagridae,SILURIFORMES
31,Scophthalmus aquosus,Windowpane flounder,Scophthalmidae,PLEURONECTIFORMES
33,Sillago arabica,Arabian sillago,Sillaginidae,PERCOIDEI
24,Nematalosa arabica,Arabian gizzard shad,Clupeidae,CLUPEIFORMES
52,Cyprea arabica,Arabian cowrie,Cypraeidae,GASTROPODA
57,Sepia arabica,Arabian cuttlefish,Sepiidae,CEPHALOPODA
33,Ptereleotris arabica,,Microdesmidae,GOBIOIDEI
93,Codium arabicum,Green sea cushion,Codiaceae,CHLOROPHYCEAE
38,Chiloscyllium arabicum,Arabian carpetshark,Hemiscylliidae,ORECTOLOBIFORMES
33,Trichonotus arabicus,Arabian sand diver,Trichonotidae,TRACHINOIDEI
33,Scarus arabicus,Arabian parrotfish,Scaridae,PERCOIDEI
33,Paramonacanthus arabicus,Gulf filefish,Monacanthidae,TETRAODONTIFORMES
33,Cheilodipterus arabicus,Tiger cardinal,Apogonidae,PERCOIDEI
33,Cryptocentroides arabicus,Arabian goby,Gobiidae,GOBIOIDEI
38,Galeus arae,Roughtail catshark,Scyliorhinidae,CARCHARHINIFORMES
34,Lumiconger arafura,,Congridae,ANGUILLIFORMES
43,Metanephrops arafurensis,Arafura lobster,Nephropidae,REPTANTIA
45,Parapenaeopsis arafurica,Arafura shrimp,Penaeidae,NATANTIA
13,Pamphorichthys araguaiensis,,Poeciliidae,CYPRINODONTIFORMES
57,Callistoctopus arakawai,,Octopodidae,CEPHALOPODA
42,Hyas araneus,Atlantic lyre crab,Oregoniidae,BRACHYURA
33,Trachinus araneus,Spotted weever,Trachinidae,TRACHINOIDEI
54,Modiolus aratus,Furrowed horse mussel,Mytilidae,BIVALVIA
33,Lutjanus aratus,Mullet snapper,Lutjanidae,PERCOIDEI
82,Paragorgia arborea,Bubble gum coral,Paragorgiidae,ANTHOZOA
91,Eisenia arborea,Arboreal ferret,Alariaceae,PHAEOPHYCEAE
33,Paracirrhites arcatus,Arc-eye hawkfish,Cirrhitidae,PERCOIDEI
33,Elattarchus archidium,Bluestreak drum,Sciaenidae,PERCOIDEI
37,Hemiramphus archipelagicus,Jumping halfbeak,Hemiramphidae,BELONIFORMES
51,Polymesoda arctata,Slender marsh clam,Corbiculidae,BIVALVIA
82,Stauropathes arctica,,Schizopathidae,ANTHOZOA
,Gavia arctica,Black-throated diver,Gaviidae,GAVIIFORMES
,Fratercula arctica,Atlantic puffin,Alcidae,CICONIIFORMES
57,Bathypolypus arcticus,North Atlantic octopus,Octopodidae,CEPHALOPODA
37,Trachipterus arcticus,Dealfish,Trachipteridae,LAMPRIFORMES
23,Thymallus arcticus,Arctic grayling,Thymallidae,SALMONIFORMES
31,Citharichthys arctifrons,Gulf Stream flounder,Paralichthyidae,PLEURONECTIFORMES
33,Calamus arctifrons,Grass porgy,Sparidae,PERCOIDEI
43,Scyllarus arctus,Lesser slipper lobster,Scyllaridae,REPTANTIA
33,Cosmocampus arctus,Snubnose pipefish,Syngnathidae,SYNGNATHIFORMES
92,Gracilaria arcuata,Arcuate gracilaria,Gracilariaceae,RHODOPHYCEAE
35,Ramnogaster arcuata,Jenyns's sprat,Clupeidae,CLUPEIFORMES
54,Arcuatula arcuatula,Arcuate mussel,Mytilidae,BIVALVIA
77,Phascolosoma arcuatum,,Phascolosomatidae,SIPUNCULA
56,Ensis arcuatus,Arched razor shell,Solenidae,BIVALVIA
42,Callinectes arcuatus,Cuata swimcrab,Portunidae,BRACHYURA
42,Liocarcinus arcuatus,Arched swimming crab,Portunidae,BRACHYURA
32,Gadomus arcuatus,Doublethread grenadier,Macrouridae,GADIFORMES
52,Nassarius arcularius,Cake nassa,Nassariidae,GASTROPODA
52,Gibbula ardens,Red-brown gibbula,Trochidae,GASTROPODA
34,Nansenia ardesiaca,,Microstomatidae,SALMONIFORMES
13,Leiarius arekaima,,Pimelodidae,SILURIFORMES
31,Cynoglossus arel,Largescale tonguesole,Cynoglossidae,PLEURONECTIFORMES
76,Holothuria arenacava,,Holothuriidae,HOLOTHUROIDEA
31,Citharichthys arenaceus,Sand whiff,Paralichthyidae,PLEURONECTIFORMES
56,Mya arenaria,Sand gaper,Myidae,BIVALVIA
33,Platycephalus arenarius,Northern sand flathead,Platycephalidae,SCORPAENIFORMES
33,Cynoscion arenarius,Sand weakfish,Sciaenidae,PERCOIDEI
33,Priacanthus arenatus,Atlantic bigeye,Priacanthidae,PERCOIDEI
33,Oxycheilinus arenatus,Speckled maori wrasse,Labridae,PERCOIDEI
76,Holothuria arenicola,,Holothuriidae,HOLOTHUROIDEA
33,Thysanophrys arenicola,Broadhead flathead,Platycephalidae,SCORPAENIFORMES
33,Gillellus arenicola,Sandy stargazer,Dactyloscopidae,OTHER PERCIFORMES
34,Solivomer arenidens,,Neoscopelidae,MYCTOPHIFORMES
52,Phalium areola,Checkerboard bonnet,Cassidae,GASTROPODA
52,Terebra areolata,Fly spotted auger,Terebridae,GASTROPODA
52,Babylonia areolata,Maculated ivory whelk,Buccinidae,GASTROPODA
45,Paracrangon areolata,Areolated horned shrimp,Crangonidae,NATANTIA
33,Plectropomus areolatus,Squaretail coralgrouper,Serranidae,PERCOIDEI
33,Epinephelus areolatus,Areolate grouper,Serranidae,PERCOIDEI
37,Platybelone argalus,Keeltail needlefish,Belonidae,BELONIFORMES
33,Upeneus arge,Band-tail goatfish,Mullidae,PERCOIDEI
33,Pennahia argentata,Silver croaker,Sciaenidae,PERCOIDEI
,Larus argentatus,Herring gull,Laridae,CHARADRIIFORMES
32,Gaidropsarus argentatus,Arctic rockling,Gadidae,GADIFORMES
33,Clinitrachus argentatus,Cline,Clinidae,OTHER PERCIFORMES
32,Coelorinchus argentatus,Silver whiptail,Macrouridae,GADIFORMES
33,Albula argentea,,Albulidae,ALBULIFORMES
11,Xenocypris argentea,Yellowfin,Cyprinidae,CYPRINIFORMES
32,Steindachneria argentea,Luminous hake,Merlucciidae,GADIFORMES
37,Sphyraena argentea,Pacific barracuda,Sphyraenidae,OTHER PERCIFORMES
11,Rastrineobola argentea,Silver cyprinid,Cyprinidae,CYPRINIFORMES
34,Bathyclupea argentea,,Bathyclupeidae,PERCOIDEI
37,Atherinella argentea,Moon silverside,Atherinidae,ATHERINIFORMES
13,Rhytiodus argenteofuscus,,Anostomidae,CHARACIFORMES
58,Chatoderma argenteum,Glisten-worm solenogaster,Chaetodermatidae,APLACOPHORA
34,Scopelosaurus argenteus,Waryfish,Notosudidae,AULOPIFORMES
13,Tetragonopterus argenteus,,Characidae,CHARACIFORMES
33,Siganus argenteus,Streamlined spinefoot,Siganidae,ACANTHUROIDEI
33,Pomadasys argenteus,Silver grunt,Haemulidae,PERCOIDEI
34,Phosichthys argenteus,,Phosichthyidae,STOMIIFORMES
37,Pampus argenteus,Silver pomfret,Stromateidae,"STROMATEOIDEI, ANABANTOIDEI"
13,Neosilurus argenteus,Silver tandan,Plotosidae,SILURIFORMES
33,Neoniphon argenteus,Clearfin squirrelfish,Holocentridae,BERYCIFORMES
11,Mystacoleucus argenteus,,Cyprinidae,CYPRINIFORMES
33,Monodactylus argenteus,Silver moony,Monodactylidae,PERCOIDEI
13,Metynnis argenteus,Silver dollar,Characidae,CHARACIFORMES
33,Mesopristes argenteus,Silver grunter,Terapontidae,PERCOIDEI
32,Lyconodes argenteus,,Merlucciidae,GADIFORMES
33,Larimus argenteus,Silver drum,Sciaenidae,PERCOIDEI
13,Hemiodus argenteus,,Hemiodontidae,CHARACIFORMES
32,Gadiculus argenteus,Silvery pout,Gadidae,GADIFORMES
34,Diretmus argenteus,Silver spinyfin,Diretmidae,BERYCIFORMES
33,Diplodus argenteus,South American silver porgy,Sparidae,PERCOIDEI
13,Cynopotamus argenteus,,Characidae,CHARACIFORMES
33,Amphistichus argenteus,Barred surfperch,Embiotocidae,PERCOIDEI
33,Periophthalmus argentilineatus,Barred mudskipper,Gobiidae,GOBIOIDEI
33,Lutjanus argentimaculatus,Mangrove red snapper,Lutjanidae,PERCOIDEI
38,Squatina argentina,Argentine angelshark,Squatinidae,SQUALIFORMES
13,Megalonema argentina,,Pimelodidae,SILURIFORMES
33,Mullus argentinae,Argentine goatfish,Mullidae,PERCOIDEI
57,Illex argentinus,Argentine shortfin squid,Ommastrephidae,CEPHALOPODA
11,Plagopterus argentissimus,Woundfin,Cyprinidae,CYPRINIFORMES
33,Lutjanus argentiventris,Yellow snapper,Lutjanidae,PERCOIDEI
33,Labracoglossa argentiventris,,Kyphosidae,PERCOIDEI
35,Anchoa argentivittata,Regan's anchovy,Engraulidae,CLUPEIFORMES
57,Argonauta argo,Greater argonaut,Argonautidae,CEPHALOPODA
33,Microphis argulus,Flat-nosed pipefish,Syngnathidae,SYNGNATHIFORMES
52,Argobuccinum argus,,Ranellidae,GASTROPODA
76,Bohadschia argus,Leopard fish,Holothuriidae,HOLOTHUROIDEA
52,Cyprea argus,Eyed cowie,Cypraeidae,GASTROPODA
43,Panulirus argus,Caribbean spiny lobster,Palinuridae,REPTANTIA
33,Stigmatopora argus,Spotted pipefish,Syngnathidae,SYNGNATHIFORMES
33,Scatophagus argus,Spotted scat,Scatophagidae,ACANTHUROIDEI
33,Muraena argus,White-spotted moray,Muraenidae,ANGUILLIFORMES
13,Channa argus,Snakehead,Channidae,OTHER PERCIFORMES
33,Cephalopholis argus,Peacock hind,Serranidae,PERCOIDEI
32,Coelorinchus argus,Eyespot grenadier,Macrouridae,GADIFORMES
33,Pomadasys argyreus,Bluecheek silver grunt,Haemulidae,PERCOIDEI
34,Bathylagoides argyrogaster,Silver deepsea smelt,Bathylagidae,SALMONIFORMES
33,Pristipomoides argyrogrammicus,Ornate jobfish,Lutjanidae,PERCOIDEI
33,Siphonognathus argyrophanes,,Odacidae,PERCOIDEI
12,Otopharynx argyrosoma,,Cichlidae,PERCOIDEI
52,Turbo argyrostomus,Silvermouth turban,Turbinidae,GASTROPODA
11,Rasbora argyrotaenia,Silver rasbora,Cyprinidae,CYPRINIFORMES
33,Argyrozona argyrozona,Carpenter seabream,Sparidae,PERCOIDEI
53,Crassostrea ariakensis,Ariake cupped oyster,Ostreidae,BIVALVIA
23,Salanx ariakensis,,Salangidae,SALMONIFORMES
32,Coryphaenoides ariommus,Humboldt grenadier,Macrouridae,GADIFORMES
12,Tylochromis aristoma,,Cichlidae,PERCOIDEI
,Phalacrocorax aristotelis,European shag,Phalacrocoracidae,CICONIIFORMES
33,Arius arius,Threadfin sea catfish,Ariidae,SILURIFORMES
11,Labeo ariza,,Cyprinidae,CYPRINIFORMES
13,Anduzedoras arleoi,,Doradidae,SILURIFORMES
82,Acanthogorgia armata,,Acanthogorgiidae,ANTHOZOA
92,Asparagopsis armata,Red harpoon,Bonnemaisoniaceae,RHODOPHYCEAE
57,Galiteuthis armata,Armed cranch squid,Cranchiidae,CEPHALOPODA
42,Hypothalassia armata,Champagne crab,Xanthidae,BRACHYURA
42,Cardisoma armatum,Lagoon land crab,Gecarcinidae,BRACHYURA
33,Trachinus armatus,Guinean weever,Trachinidae,TRACHINOIDEI
11,Cyclocheilichthys armatus,,Cyprinidae,CYPRINIFORMES
43,Metanephrops armatus,Armoured lobster,Nephropidae,REPTANTIA
41,Euastacus armatus,Australian crayfish,Parastacidae,REPTANTIA
42,Mithrax armatus,Harbour spidercrab,Majidae,BRACHYURA
34,Xenocephalus armatus,,Uranoscopidae,TRACHINOIDEI
38,Urolophus armatus,,Urolophidae,RAJIFORMES
33,Neocirrhites armatus,Flame hawkfish,Cirrhitidae,PERCOIDEI
33,Leptocottus armatus,Pacific staghorn sculpin,Cottidae,SCORPAENIFORMES
13,Lentipes armatus,,Gobiidae,GOBIOIDEI
34,Hoplosebastes armatus,,Scorpaenidae,SCORPAENIFORMES
33,Epinephelides armatus,,Serranidae,PERCOIDEI
33,Enoplosus armatus,Old wife,Enoplosidae,PERCOIDEI
32,Coryphaenoides armatus,Abyssal grenadier,Macrouridae,GADIFORMES
33,Centropomus armatus,Armed snook,Centropomidae,PERCOIDEI
37,Carangoides armatus,Longfin trevally,Carangidae,PERCOIDEI
34,Acanthonus armatus,,Ophidiidae,OPHIDIIFORMES
52,Thais armigera,Belligerent rock shell,Muricidae,GASTROPODA
33,Omegophora armilla,Ringed toadfish,Tetraodontidae,TETRAODONTIFORMES
,Pterodroma arminjoniana,Trindade petrel,Procellariidae,PROCELLARIIFORMES
13,Copella arnoldi,Splash tetra,Lebiasinidae,CHARACIFORMES
92,Eucheuma arnoldii,Mottled sea club,Solieriaceae,RHODOPHYCEAE
62,Berardius arnuxii,Arnoux's beaked whale,Ziphiidae,ODONTOCETI
33,Suezichthys arquatus,Rainbow slender wrasse,Labridae,PERCOIDEI
31,Pseudorhombus arsius,Largetooth flounder,Paralichthyidae,PLEURONECTIFORMES
13,Hypopomus artedi,,Hypopomidae,GYMNOTIFORMES
23,Coregonus artedi,Lake cisco,Coregonidae,SALMONIFORMES
52,Harpa articularis,Articulate harp,Harpidae,GASTROPODA
52,Monodonta articulata,Articulate monodont,Trochidae,GASTROPODA
58,Chiton articulatus,Articulate chiton,Chitonidae,POLYPLACOPHORA
33,Acyrtus artius,Papillate clingfish,Gobiesocidae,GOBIESOCIFORMES
33,Hemerocoetes artus,,Percophidae,TRACHINOIDEI
52,Syrinx aruanus,Australian trumpet,Turbinellidae,GASTROPODA
33,Dascyllus aruanus,Whitetail dascyllus,Pomacentridae,PERCOIDEI
11,Puntius arulius,Arulius barb,Cyprinidae,CYPRINIFORMES
77,Rhopilema asamushi,,Rhizostomidae,SCYPHOZOA
33,Holocentrus ascensionis,Squirrelfish,Holocentridae,BERYCIFORMES
33,Pomacanthus asfur,Arabian angelfish,Pomacanthidae,PERCOIDEI
11,Discherodontus ashmeadi,,Cyprinidae,CYPRINIFORMES
13,Channa asiatica,Small snakehead,Channidae,OTHER PERCIFORMES
56,Vepricardium asiaticum,Asiatic cockle,Cardiidae,BIVALVIA
11,Myxocyprinus asiaticus,Chinese sucker,Catostomidae,CYPRINIFORMES
52,Haliotis asinina,Donkey's ear abalone,Haliotidae,GASTROPODA
11,Acanthorhodeus asmussii,Russian bitterling,Cyprinidae,CYPRINIFORMES
13,Silurus asotus,Amur catfish,Siluridae,SILURIFORMES
56,Donax asper,Rough butterfly donax,Donacidae,BIVALVIA
42,Portunus asper,Rough swimcrab,Portunidae,BRACHYURA
37,Taractes asper,Rough pomfret,Bramidae,PERCOIDEI
11,Pseudobarbus asper,Smallscale redfin,Cyprinidae,CYPRINIFORMES
33,Exerpes asper,Sargassum blenny,Labrisomidae,OTHER PERCIFORMES
38,Cirrhigaleus asper,Roughskin spurdog,Squalidae,SQUALIFORMES
52,Rhinoclavis aspera,Rough vergatus,Cerithiidae,GASTROPODA
42,Schizophrys aspera,Common decorator crab,Majidae,BRACHYURA
13,Rhinelepis aspera,,Loricariidae,SILURIFORMES
31,Limanda aspera,Yellowfin sole,Pleuronectidae,PLEURONECTIFORMES
33,Aploactis aspera,,Aploactinidae,SCORPAENIFORMES
33,Acanthemblemaria aspera,Roughhead blenny,Chaenopsidae,OTHER PERCIFORMES
32,Coelorinchus aspercephalus,Rough-head whiptail,Macrouridae,GADIFORMES
56,Leukoma asperrima,,Veneridae,BIVALVIA
56,Protothaca asperrima,Rough littleneck,Veneridae,BIVALVIA
55,Chlamys asperrima,Doughboy scallop,Pectinidae,BIVALVIA
31,Clidoderma asperrimum,,Pleuronectidae,PLEURONECTIFORMES
44,Neolithodes asperrimus,Rough king crab,Lithodidae,ANOMURA
38,Urogymnus asperrimus,Porcupine ray,Dasyatidae,RAJIFORMES
38,Pteromylaeus asperrimus,Rough eagle ray,Myliobatidae,RAJIFORMES
38,Arhynchobatis asperrimus,Longtail skate,Rajidae,RAJIFORMES
38,Pavoraja asperula,Smooth deep-sea skate,Rajidae,RAJIFORMES
34,Myctophum asperum,Prickly lanternfish,Myctophidae,MYCTOPHIFORMES
38,Urotrygon aspidura,Spiny-tail round ray,Urolophidae,RAJIFORMES
31,Arnoglossus aspilos,Spotless lefteye flounder,Bothidae,PLEURONECTIFORMES
33,Parascolopsis aspinosa,Smooth dwarf monocle bream,Nemipteridae,PERCOIDEI
11,Aspius aspius,Asp,Cyprinidae,CYPRINIFORMES
13,Aspredo aspredo,Banjo,Aspredinidae,SILURIFORMES
13,Rhyacichthys aspro,Loach goby,Rhyacichthyidae,GOBIOIDEI
13,Kosswigichthys asquamatus,Scaleless killifish,Cyprinodontidae,CYPRINODONTIFORMES
33,Rhinecanthus assasi,Picasso triggerfish,Balistidae,TETRAODONTIFORMES
52,Haliotis assimilis,Threaded abalone,Haliotidae,GASTROPODA
33,Ariopsis assimilis,Mayan sea catfish,Ariidae,SILURIFORMES
